food_resource_type,description,address,latitude,longitude,phone_number,website,food_bank_hours,meal_hours,community_fridge_hours
"[""meal""]",Dinner service is from 16:00  4:30 pm. Togo meals are served or eat indoors with limited seating capacity.,"803 Terry Ave , Seattle, WA 98104",47.607646,122.3259157,206-622-3559,http://www.stjamescathedral.org/outreach/kitchen.aspx,,"{Monday: {open: ""16:00"", close: ""16:30""}, Tuesday: {open: ""16:00"", close: ""16:30""}}, Wednesday: {open: ""16:00"", close: ""16:30""}}, Thursday: {open: ""16:00"", close: ""16:30""}}, Friday: {open: ""16:00"", close: ""16:30""}}, Sunday: {open: ""07:00"", close: ""08:00""}}",
"[""meal""]",Please wear masks.,"5710 22nd Ave NW, Seattle, WA 98107",47.6704008,122.3844742,206-784-3119,http://www.stlukesseattle.org/,,"{Monday: {open: ""09:00"", close: ""12:00""}, Tuesday: {open: ""09:00"", close: ""12:00""}, Wednesday: {open: ""09:00"", close: ""12:00""}, Thursday: {open: ""09:00"", close: ""12:00""}, Friday: {open: ""09:00"", close: ""12:00""}}",
"[""meal""]",Grabandgo meals are provided for those that are in need on Vashon.,"17928 Vashon Hwy SW, Vashon, WA, 98070",47.444043,122.4602001,206-643-5169,http://www.stlukesseattle.org/,,"{Sunday: {open: ""17:30"", close: ""20:00""}, Monday: {open: ""17:30"", close: ""20:00""}, Tuesday: {open: ""17:30"", close: ""20:00""}, Wednesday: {open: ""17:30"", close: ""20:00""}, Thursday: {open: ""17:30"", close: ""20:00""}, Friday: {open: ""17:30"", close: ""20:00""}}",
"[""meal""]",Serving inhousing dining. Please wear a mask as you enter the building. Social distancing is a must. No showers available.,"3807 Reith Road, Kent, WA 98032",47.3692477,122.2844903,253-852-1044,http://www.facebook.com/JesusatTrinity/,,"{Wednesday: {open: ""17:00"", close: ""17:30""}}",
"[""meal""]",Please call ahead for availability,"1430 S 330th St, Federal Way, WA 98003",47.3067079,122.3154071,425-430-8229,http://uccwa.org/,,"{Thursday: {open: ""10:00"", close: ""14:30""}}",
"[""meal""]",This information is for the work Iraqi Community Center is doing: Please contact them for home delivery needs,"11010 SE 248th St, Kent, WA 98030",47.3811974,122.1937157,253-243-7744,http://uccwa.org/,,"{Sunday: {open: ""17:30"", close: ""20:00""}, Monday: {open: ""17:30"", close: ""20:00""}, Tuesday: {open: ""17:30"", close: ""20:00""}, Wednesday: {open: ""17:30"", close: ""20:00""}, Thursday: {open: ""17:30"", close: ""20:00""}, Friday: {open: ""17:30"", close: ""20:00""}}",
"[""meal""]",Delivers grocery bags to clients,"13470 Martin Luther King Jr Way S #5210, Seattle, WA 98178",47.7240367,122.3486525,425-430-8229,http://uccwa.org/,,"{Tuesday: {open: ""10:30"", close: ""14:00""}, Thursday: {open: ""10:30"", close: ""14:00""}}",
"[""meal""]",Services are for participants of the program but will not turn away someone that needs assistance.,"9010 13th Ave NW, Seattle, WA 98117",47.6946156,122.3723726,206-285-4425,http://www.unitedindians.org/,,"{Wednesday: {open: ""10:00"", close: ""15:00""}}",
"[""meal""]",Ask us about Home Delivery when you see us!,"850 Central Avenue N, Kent, WA 98032",47.3901637,122.2304706,253-856-5000,http://www.kentwa.gov/Home/Components/FacilityDirectory/FacilityDirectory/250/318,,"{Thursday: {open: ""10:00"", close: ""18:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","6924 42nd Ave S , Seattle, WA 98118",47.5400001,122.2803173,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Wednesday: {open: ""10:30"", close: ""14:00""}, Friday: {open: ""10:30"", close: ""14:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","4620 SW Graham Street, Seattle, WA 98136",47.546979,122.3922666,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Wednesday: {open: ""10:30"", close: ""14:00""}, Friday: {open: ""10:30"", close: ""14:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","5740 Martin Luther King Jr Way S, Seattle, WA 98118",47.5500465,122.2871358,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Wednesday: {open: ""11:30"", close: ""13:00""}, Friday: {open: ""11:30"", close: ""13:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","3639 Martin Luther King Jr Way S, Seattle, WA 98144",47.570897,122.2973881,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Monday: {open: ""11:30"", close: ""13:00""}, Tuesday: {open: ""11:30"", close: ""13:00""}, Wednesday: {open: ""11:30"", close: ""13:00""}, Thursday: {open: ""11:30"", close: ""13:00""}, Friday: {open: ""11:30"", close: ""13:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","2121 26th Ave S, Seattle, WA 98144",47.5842083,122.2996639,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Tuesday: {open: ""12:00"", close: ""13:00""}, Friday: {open: ""12:00"", close: ""13:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","2323 E Cherry St, Seattle, WA 98112",47.6076951,122.3021127,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Tuesday: {open: ""12:00"", close: ""13:00""}, Friday: {open: ""12:00"", close: ""13:00""}}",
"[""meal""]","Emergency Food and Meal Delivery: 
Call Jo Pullen: 206-774-2420","330 19th Ave E, Seattle, WA 98122",47.6219158,122.3069784,206-695-7510,http://www.acrs.org/services/agingservicesforolderadults/seniorlunchprograms/,,"{Tuesday: {open: ""12:00"", close: ""13:00""}, Friday: {open: ""12:00"", close: ""13:00""}}",
"[""meal""]","Temporarily closed dropin services and instead are offering meals, hygiene, clothing, and supplies through our front door and are allowing people to enter through the back door one at a time to use the restroom.","8914 Aurora Ave N, Seattle, WA 98103",47.6938816,122.3442384,206-299-2278,http://www.auroracommons.org/,,"{Monday: {open: ""10:00: close: ""13:00""}, Tuesday: {open: ""10:00"": close: ""13:00""}, Wednesday: {open: ""10:00"": close: ""13:00""}, Thursday: {open: ""10:00"": close: ""13:00""}}",
"[""meal""]","Hot meals, fresh fruit and drinks everyday in to go containers","97 South Main Street, Seattle, WA 98104",47.5999268,122.334605,206-682-3579,http://www.breadoflifemission.org/ourprograms,,"{Monday: {open: ""12:15"", close: ""19:45""}, Tuesday: {open: ""12:15"", close: ""19:45""}, Wednesday: {open: ""12:15"", close: ""19:45""}, Thursday: {open: ""12:15"", close: ""19:45""}, Friday: {open: ""12:15"", close: ""19:45""}}",
"[""meal""]",Open 7 days a week.,"2329 Rainier Ave S, Seattle, WA 98144",47.5822614,122.3015923,206-623-7219,http://www.ccsww.org/gethelp/shelterhomelessservices/lazaruscenter/,,"{Sunday: {open: ""08:00"", close: ""14:00""}, Monday: {open: ""08:00"", close: ""14:00""}, Tuesday: {open: ""08:00"", close: ""14:00""}, Wednesday: {open: ""08:00"", close: ""14:00""}, Thursday: {open: ""08:00"", close: ""14:00""}, Friday: {open: ""08:00"", close: ""14:00""}, Saturday: {open: ""08:00"", close: ""14:00""}}",
"[""meal""]",Grab'n'Go meals for kids and teens. Food does not need to be eaten on site and can be picked up by parents. 2 days of meals given on both Monday and Wednesday; weekend meals given on Friday. Meals distributed by door at lower level of Des Moines United Methodist Church,"22225 9th Ave S, Des Moines, WA  98198",47.4022373,122.3246258,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""8:30"", close: ""12:15""}, Wednesday: {open: ""8:30"", close: ""12:15""}, Friday: {open: ""8:30"", close: ""12:15""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"S 221st St & 29th Ave S, Des Moines, WA 98198",47.4036369,122.2982037,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""12:30"", close: ""12:50""}, Tuesday: {open: ""12:30"", close: ""12:50""}, Wednesday: {open: ""12:30"", close: ""12:50""}, Thursday: {open: ""12:30"", close: ""12:50""}, Friday: {open: ""12:30"", close: ""12:50""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"3725 S 180th St, SeaTac, WA  98188",47.4409849,122.2885294,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""12:20"", close: ""12:40""}, Tuesday: {open: ""12:20"", close: ""12:40""}, Wednesday: {open: ""12:20"", close: ""12:40""}, Thursday: {open: ""12:20"", close: ""12:40""}, Friday: {open: ""12:20"", close: ""12:40""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"3002 32nd Ave S, SeaTac, WA 98188",47.444696,122.2941207,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""12:00"", close: ""12:15""}, Tuesday: {open: ""12:00"", close: ""12:15""}, Wednesday: {open: ""12:00"", close: ""12:15""}, Thursday: {open: ""12:00"", close: ""12:15""}, Friday: {open: ""12:00"", close: ""12:15""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"17229 32nd Ave S, SeaTac, WA 98188",47.448479,122.2956636,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""12:00"", close: ""12:10""}, Tuesday: {open: ""12:00"", close: ""12:10""}, Wednesday: {open: ""12:00"", close: ""12:10""}, Thursday: {open: ""12:00"", close: ""12:10""}, Friday: {open: ""12:00"", close: ""12:10""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"19408 International Blvd, SeaTac, WA 98188",47.428387,122.29534,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""12:00"", close: ""15:00""}, Tuesday: {open: ""12:00"", close: ""15:00""},  Wednesday: {open: ""12:00"", close: ""15:00""}, Thursday: {open: ""12:00"", close: ""15:00""}, Friday: {open: ""12:00"", close: ""15:00""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"22307 Dock Ave S, Des Moines, WA 98198",,,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Saturday: {open: ""09:00"", close: ""14:00""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,"S 166th St & 37th Ave S, SeaTac, WA 98188",,,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""11:30"", close: ""11:50""}, Tuesday: {open: ""11:30"", close: ""11:50""}, Wednesday: {open: ""11:30"", close: ""11:50""}, Thursday: {open: ""11:30"", close: ""11:50""}, Friday: {open: ""11:30"", close: ""11:50""}}",
"[""meal""]",Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,Redondo Beach Dr S and Redondo Way S,,,206-878-2660,http://www.myfoodbank.org/mealsforkids.html,,"{Monday: {open: ""13:00"", close: ""14:30""}, Tuesday: {open: ""13:00"", close: ""14:30""}, Wednesday: {open: ""13:00"", close: ""14:30""}, Thursday: {open: ""13:00"", close: ""14:30""}, Friday: {open: ""13:00"", close: ""14:30""}}",
"[""meal""]","During this COVID 19 crisis, food is only being provided in lunch bags which is distributed outside.","33645 20th Ave S, Federal Way, WA 98003",47.2987135,122.3086459,253-661-0505,http://www.fwccn.org/services.html,,"{Monday: {open: ""17:30"", close: ""18:30""}}",
"[""meal""]","Early arrival (1530 minutes) is recommended 
Distributing cold/shelfstable nocook meals
Distributing prepacked boxes or bags outside.","345 S 312th St, Federal Way, WA 98003",47.3221136,122.330177,253-661-0505,http://www.fwccn.org/services.html,,"{Saturday: {open: ""13:30"", close: ""14:30""}}",
"[""meal""]","Preparing hot breakfast sandwiches and bag lunches,  ask guests to line up 6 feet apart","400 E Pike St, Seattle, WA 98122",47.6142392,122.3263239,206-322-7411,http://www.firstcovenantseattle.org/outreach,,"{Saturday: {open: ""09:00"", close: ""09:30""}}",
"[""meal""]","Reopened November 15, providing ToGo Meals only, from Denny Way entrance to church.","180 Denny Way, Seattle, WA 98109",47.6188068,122.3531962,206-622-7278,http://www.firstchurchseattle.org/sharedbreakfast/?fbclid=IwAR2EAykPB90700TuZeuY3aX18yx3tXkg9lbCW8qVghb3RgTCJJnwkB7wQ,,"{Sunday: {open: ""07:30"", close: ""09:00""}}",
"[""meal""]",Free vegetarian meal,"Occidental Ave S and S Main St, Seattle, WA 98104",47.6000475,122.3328885,206-397-6815,http://www.seattlefoodnotbombs.org/?fbclid=IwAR3T68e9asOm5ksmU_CuHK8ppZZir1QFQBRn_HbSvUCNvhDb7sGxeFXhr_g,,"{Sunday: {open: ""16:30"", close: ""19:30""}}",
"[""meal""]",Free vegetarian meal,"450 3rd Ave, Seattle, WA 98104",47.60264944,122.3305588,206-397-6815,http://www.seattlefoodnotbombs.org/?fbclid=IwAR3T68e9asOm5ksmU_CuHK8ppZZir1QFQBRn_HbSvUCNvhDb7sGxeFXhr_g,,"{Saturday: {open: ""16:30"", close: ""18:30""}}",
"[""meal""]",Free grab and go meal for people economically impacted by Covid19.,"6412 Latona Avenue NE, Seattle, WA 98115",47.6756763,122.3252185,206-523-6654,http://www.frelardtamales.com/,,"{Monday: {open: ""11:00"", close: ""20:00""}, Tuesday: {open: ""11:00"", close: ""20:00""}, Wednesday: {open: ""11:00"", close: ""12:00""}, Thursday: {open: ""11:00"", close: ""12:00""}, Friday: {open: ""11:00"", close: ""12:00""}, Saturday: {open: ""10:00"", close: ""17:00""}, Sunday: {open: ""10:00"", close: ""17:00""}}",
"[""meal""]",Boxed dinner,"318 3rd Ave S, Kent, WA 98032",47.3790708,122.2357517,253-859-0444,http://www.holyspiritkent.org/,,"{Tuesday: {open: ""18:30"", close: ""19:00""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","11050 8th Ave NE, Seattle, WA 98125",47.710233,122.3201755,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""12:00"", close: ""12:30""}, Tuesday: {open: ""12:00"", close: ""12:30""}, Wednesday: {open: ""12:00"", close: ""12:30""}, Thursday: {open: ""12:00"", close: ""12:30""}, Friday: {open: ""12:00"", close: ""12:30""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","1333 North 125th St, Seattle, WA 98133",47.718835,122.340947,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""12:00"", close: ""12:30""}, Tuesday: {open: ""12:00"", close: ""12:30""}, Wednesday: {open: ""12:00"", close: ""12:30""}, Thursday: {open: ""12:00"", close: ""12:30""}, Friday: {open: ""12:00"", close: ""12:30""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","12526 33rd Ave NE, Seattle, WA 98125",47.720291,122.291805,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""13:00"", close: ""13:30""}, Tuesday: {open: ""13:00"", close: ""13:30""}, Wednesday: {open: ""13:00"", close: ""13:30""}, Thursday: {open: ""13:00"", close: ""13:30""}, Friday: {open: ""13:00"", close: ""13:30""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","14374 30th Ave NE, Seattle, WA 98125",47.733508,122.29595,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""13:00"", close: ""13:30""}, Tuesday: {open: ""13:00"", close: ""13:30""}, Wednesday: {open: ""13:00"", close: ""13:30""}, Thursday: {open: ""13:00"", close: ""13:30""}, Friday: {open: ""13:00"", close: ""13:30""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","15300 8th Ave NE, Shoreline, WA 98155",47.7402967,122.319751,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""11:30"", close: ""12:30""}, Tuesday: {open: ""11:00"", close: ""12:30""}, Wednesday: {open: ""11:00"", close: ""12:30""}, Thursday: {open: ""11:00"", close: ""12:30""}, Friday: {open: ""11:00"", close: ""12:30""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","345 NE 175th St, Shoreline, WA 98155",47.7555883,122.3248143,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""13:00"", close: ""14:00""}, Tuesday: {open: ""13:00"", close: ""14:00""}, Wednesday: {open: ""13:00"", close: ""14:00""}, Thursday: {open: ""13:00"", close: ""14:00""}, Friday: {open: ""13:00"", close: ""14:00""}}",
"[""meal""]","Summer program ends 8/27
Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.","816 NE 190th St, Shoreline, WA 98155",47.767272,122.3208429,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""11:30"", close: ""12:30""}, Tuesday: {open: ""11:30"", close: ""12:30""}, Wednesday: {open: ""11:30"", close: ""12:30""}, Thursday: {open: ""11:30"", close: ""12:30""}, Friday: {open: ""11:30"", close: ""12:30""}}",
"[""meal""]",Site provides free take home meals for kids and teens 18 and younger. Free meals also available for parents.,"12531 28th Ave NE, Seattle, WA 98125",,,206-538-6567,http://www.hungerintervention.org/,,"{Thursday: {open: ""15:30"", close: ""18:30""}}",
"[""meal""]",,"2515 Western Ave, Seattle, WA 98121",47.6140051,122.3503064,206-922-2015,http://www.oslserves.org/,,"{Monday: {open: ""08:00"", close: ""18:30""}, Tuesday: {open: ""08:00"", close: ""18:30""}, Wednesday: {open: ""08:00"", close: ""18:30""}, Thursday: {open: ""08:00"", close: ""18:30""}, Friday: {open: ""08:00"", close: ""18:30""}, Saturday: {open: ""10:00"", close: ""18:30""}, Sunday: {open: ""10:00"", close: ""18:30""}}",
"[""meal""]",Contact agency for any eligibility requirements,"2022 Boren Ave, Seattle, WA 98121",47.618348,122.3346308,206-374-8731,http://www.recoverycafe.org/,,"{Monday: {open: ""12:30"", close: ""14:30""}, Tuesday: {open: ""12:30"", close: ""14:30""}, Wednesday: {open: ""12:30"", close: ""14:30""}, Thursday: {open: ""12:30"", close: ""14:30""}, Friday: {open: ""12:30"", close: ""14:30""}, Saturday: {open: ""12:30"", close: ""14:30""}, Sunday: {open: ""10:30"", close: ""12:30""}}",
"[""meal""]","Contact agency for any eligibility requirements.
Friday Feast is hosted by Chapel on The Ave Fridays 5:307:00PM. ToGo meals served from the alley entrance behind the church. From the corner of 42nd and University Way, head east toward UW Campus. Take a right into the alley near Orange King and the Chapel garage will be on your right near a large gate.","1415 NE 43rd St, Seattle, WA 98105",47.6592588,122.3124319,206-632-1635,http://www.rootsinfo.org/,,"{Friday: {open: ""17:30"", close: ""19:00""}}",
"[""food bank""]","Our paywhatyoucan farm stand supports our goal of ensuring that everyone in the community has fair, equal, and dignified access to local, fresh, seasonal, organic, and sustainablygrown food. We offer those in need up to $20 of produce at nocost per visit. Donations are encouraged for produce, but no one is turned away for inability to pay. We accept cash, credit, EBT, Fresh Bucks and offer SNAP Market Match. Open for 2021 season June 17September 30.","5513 S Cloverdale St, Seattle, WA 98118",47.5261434,122.2624573,,http://tilthalliance.square.site/,"{Thursday: {open: ""14:00"", close: ""19:00""}}",,
"[""food bank"", ""meal""]",Emergency Food and Meal Delivery: Call Jo Pullen (206)7742420,"919 S King St, Seattle, WA 98104",47.5982137,122.320193,206-774-2420,http://www.acrs.org/services/agingservicesforolderadults/acrsfoodbank/,"{Wednesday: {open: ""11:30"", close: ""13:00""}, Friday: {open: ""11:30"", close: ""13:00""}}","{Wednesday: {open: ""11:30"", close: ""13:00""}, Friday: {open: ""11:30"", close: ""13:00""}}",
"[""meal""]",,"93 Pike St, Seattle, WA 98101",47.608632,122.3401409,206-829-9525,http://www.atriumkitchenpikeplace.com/,,"{Wednesday: {open: ""11:30"", close: ""13:00""}}",
"[""food bank"", ""meal""]",Distributing prepacked boxes or bags,"4016 S 352nd St, Auburn, WA 98001",47.2868994,122.2841789,253-838-3604,http://www.federalwayseniorcenter.org/,"{Monday: {open: ""09:00"", close: ""12:00""}, Thursday: {open: ""09:00"", close: ""12:00""}}","{Monday: {open: ""09:00"", close: ""12:00""}, Thursday: {open: ""09:00"", close: ""12:00""}}",
"[""food bank"", ""meal""]","Food Bank: The front doors are locked to minimize foot traffic: please knock or call when you arrive

Meals: Take out only, please call to order a meal the day before 3608861011.","31605 3rd Ave, Black Diamond, WA 98010",47.3183476,122.0054494,360-886-1011,http://www.blackdiamondcommcenter.org/,"{Monday: {open: ""10:00"", close: ""15:00""}, Wednesday: {open: ""10:00"", close: ""15:00""}}","{Tuesday: {open: ""12:00"", close: ""12:30""}, Thursday: {open: ""12:00"", close: ""12:30""}}",
"[""meal""]",Foodbank box for Kirkland residents ONLY. Call 425-2074777,"352 Kirkland Ave, Kirkland, WA 98033",47.67621,122.201035,425-587-3360,http://www.kirklandwa.gov/depart/parks/About_Parks_and_Community_Services/Senior_Services.htm,,"{Tuesday: {open: ""12:00"", close: ""12:30""}, Wednesday: {open: ""12:00"", close: ""12:30""}, Friday: {open: ""12:00"", close: ""12:30""}}",
"[""food bank"", ""meal""]","Only delivering meals on Tuesdays Each delivery contains 7 frozen meals Please call ahead.

Instead of our usual ‘grocery store style’ shopping experience, we have set up a ‘drivethrough’ (or walk through) operation. Customers can drive or walk through the alley and we will hand them a prepacked allotment of food.","1350 Cole St, Enumclaw, WA 98022",47.2020157,121.991691,360-825-6188,http://www.plateauoutreach.org/,"{Wednesday: {open: ""09:00"", close: ""12:00""}}","{Tuesday: {open: ""11:00"", close: ""13:00""}}",
"[""food bank""]",,"18737 68th Ave NE, Kenmore, WA 98028",47.765377,122.2498724,425-939-1377,http://cpnorthshore.com/foodbank/,"{Monday: {open: ""18:00"", close: ""19:00""}}",,
"[""food bank""]","For those who need help in the cities of Des Moines, most of SeaTac, and the West Hill of Kent, Washington.

Families can visit once a month and receive a mix of canned, fresh, and frozen food.","22225 9th Avenue South, Des Moines, WA 98198",47.4022373,122.3224371,206-878-2660,http://www.myfoodbank.org/,"{Monday: {open: ""08:30"", close: ""11:45""}, Wednesday: {open: ""08:30"", close: ""11:45""}, Friday: {open: ""08:30"", close: ""11:45""}}",,
"[""food bank"", ""meal""]","Food Bank: Note specific Senior Times and visit one time a week

Meals: Please call ahead limited bag lunches available","2524 16th Ave S, Seattle, WA 98144",47.5805157,122.3113797,206-957-4605,https://www.elcentrodelaraza.org/gethelp/humanemergencyservices/foodbank/,"{Wednesday: {open: ""15:30"", close: ""18:30""}, Thursday: {open: ""10:00"", close: ""16:00""}, Friday: {open: ""10:00"", close: ""16:00""}}

","{Monday: {open: ""11:00"", close: ""12:30""}, Tuesday: {open: ""11:00"", close: ""12:30""}, Wednesday: {open: ""11:00"", close: ""12:30""}, Thursday: {open: ""11:00"", close: ""12:30""}, Friday: {open: ""11:00"", close: ""12:30""}}",
"[""food bank"", ""meal""]","Lunch and packed food items are delivered to homes of seniors and their families or are made available through curbside pickup at the Filipino Community Center.

Senior Lunch Program participants must call ONE DAY AHEAD in order to reserve a lunch and/or food bank bag to pick up. This change does not apply to those who have their lunches delivered. 

If you know any seniors needing food in this time of crisis, please call 2062808406.","5740 Martin Luther King Jr Way S, Seattle, WA 98144",47.5500465,122.2871358,206-722-9372,http://filcommsea.org/index.php/programs/seniorlunchprogram/,"{Monday: {open: ""11:30"", close: ""13:00""}, Tuesday: {open: ""11:30"", close: ""13:00""}, Thursday: {open: ""11:30"", close: ""13:00""}}","{Monday: {open: ""11:30"", close: ""13:00""}, Tuesday: {open: ""11:30"", close: ""13:00""}, Thursday: {open: ""11:30"", close: ""13:00""}}",
"[""food bank"", ""meal""]",Delivery drivers will no longer enter client homes and are staying a safe distance from clients,"1161 11th Ave, Seattle, WA 98122",47.6127314,122.3184037,206-957-1686,http://www.lifelong.org/chickensoupbrigade,Home Delivery only,Home Delivery only,
"[""food bank"", ""meal""]","Wednesday Food Bank (910am), Sunday Community Grab and Go Meal (23pm)","410 H St  NE Auburn, WA 98002",47.3116212,122.2190892,253-833-5280,http://mlcauburn.org/events/month/,"{Wednesday: {open: ""09:00"", close: ""10:00""}, Sunday: {open: ""14:00"", close: ""15:00""}}","{Wednesday: {open: ""09:00"", close: ""10:00""}, Sunday: {open: ""14:00"", close: ""15:00""}}",
"[""food bank""]","If you are in need of food but feel uncomfortable waiting in line, we are now offering curbside pickup services. Please drive up to the front of our building and call 2063800277. Let our staff member know which car is yours, and we will then deliver a bag of prepacked groceries to your car.","1915 4th Ave S, Seattle, WA 98134",47.5855714,122.3295651,206-380-0277,http://www.northwestharvest.org/sodocommunitymarket?gclid=CjwKCAjwguzzBRBiEiwAgU0FT2oeYOjgOqTnfdpq8cCoSRynhQyJnFA4Xuzmhtt749Xzpz19jAZRoCaTUQAvD_BwE,"{Monday: {open: ""13:30"", close: ""19:30""}, Wednesday: {open: ""08:00"", close: ""14:00""}, Friday: {open: ""08:00"", close: ""14:00""}}",,
"[""food bank""]","Drivethru grocery pick up. In addition to providing free groceries on a weekly basis, families get diapers and baby formula, household furniture, etc. may also be available.","33415 Military Rd S, Auburn, WA 98001",47.3011166,122.2763197,253-886-5700,http://overcomercc.org,"{Friday: {open: ""15:00"", close: ""17:00""}}",,
"[""meal""]","No eligibility requirements,
To go prepared meals","5515 Phinney Ave N, Seattle, WA 98103",47.6688384,122.354731,206-783-2244,http://www.phinneycenter.org/hotmeal/,,"{Tuesday: {open: ""16:00"", close: ""18:00""}, Wednesday: {open: ""11:00"", close: ""13:00""}}",
"[""meal""]","No eligibility requirements,
To go prepared meals","525 N 85th St, Seattle, WA 98103",47.6904002,122.3509931,206-297-0875,http://www.phinneycenter.org/hotmeal/,,"{Monday: {open: ""16:00"", close: ""18:00""}, Tuesday: {open: ""16:00"", close: ""18:00""}, Wednesday: {open: ""11:00"", close: ""13:00""}}",
"[""food bank""]",,"7500 Greenwood Ave N, Seattle, WA 98103",47.6835063,122.3547797,206-783-2350,http://prlc.org/phinneyridgelutheranchurchfoodbank,"{Tuesday: {open: ""13:15"", close: ""15:00""}, Wednesday: {open: ""18:15"", close: ""20:00""}}",,
"[""food bank"", ""meal""]","Food Banks: Prepackaged grocery bags pick up out front for social distancing.

Meals: Please call ahead for availability

Dinner is handed out with lunch.","85 Pike Street, Seattle, WA 98101",47.6084268,122.3405616,206-728-2773,http://www.pmscfb.org/,"{Tuesday: {open: ""09:30"", close: ""15:00""}, Wednesday: {open: ""15:00"", close: ""19:00""}, Thursday: {open: ""09:30"", close: ""15:00""}}

","{Sunday: {open: ""08:15"", close: ""13:00""}, Monday: {open: ""08:15"", close: ""13:00""}, Tuesday: {open: ""08:15"", close: ""13:00""}, Wednesday: {open: ""08:15"", close: ""13:00""}, Thursday: {open: ""08:15"", close: ""13:00""}, Friday: {open: ""08:15"", close: ""13:00""}, Saturday: {open: ""08:15"", close: ""13:00""}}",
"[""food bank""]",Plant Based Food Box Program at Good Shepherd Episcopal Church. All families must pre register every week.  Home Delivery or pick up available. Please look on website for further instructions and changes to pickup times,"345 S 312th St, Federal Way, WA 98003",47.322026,122.3303291,971-245-2907‬,http://www.plantbasedfoodshare.org,"{Sunday: {open: ""12:00"", close: ""14:00""}}",,
